agent,year,month,bookings,stays,cancellations,total_nights_stayed,total_weekend_nights_stayed,total_week_nights_stayed,average_lead_time,average_booking_changes,no_deposit,non_refund,refundable,bb,hb,fb,no_meal,parking_required,special_requests,check_out,cancelled,no_show,adr,online,offline,groups_ms,direct_ms,corporate_ms,ta_to,direct_dc,corporate_dc,gds,repeated_guests,previous_cancellations,previous_bookings,transients,transient_parties,contracts,groups,city,resort,adults,children,babies,guests
73,2017,January,1,1,0,6,2,4,1.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,65.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.0,0,1.0
134,2017,April,1,0,1,7,2,5,60.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,76.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0.0,0,2.0
196,2017,April,6,4,2,17,8,9,86.0,0.3333333333333333,6,0,0,3,2,0,1,1,3,4,2,0,105.20588235294117,5,1,0,0,0,6,0,0,0,0,0,0,4,2,0,0,0,6,10,2.0,0,12.0
127,2016,September,2,2,0,2,0,2,0.0,0.0,2,0,0,2,0,0,0,0,0,2,0,0,130.0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,4,0.0,0,4.0
336,2016,September,1,1,0,4,1,3,144.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,90.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0.0,0,2.0
251,2016,December,1,1,0,1,0,1,16.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,42.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
34,2015,August,1,1,0,1,0,1,1.0,0.0,1,0,0,1,0,0,0,0,2,1,0,0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,0,1.0
14,2016,March,118,97,21,371,86,285,48.17796610169491,0.2966101694915254,118,0,0,106,6,0,6,14,36,97,12,9,113.53911051212941,0,0,0,118,0,0,118,0,0,1,1,3,96,21,0,1,118,0,225,32.0,3,260.0
118,2016,October,7,6,1,10,4,6,24.857142857142858,0.14285714285714285,7,0,0,7,0,0,0,0,5,6,1,0,97.44,0,7,0,0,0,7,0,0,0,0,0,0,7,0,0,0,7,0,12,2.0,0,14.0
159,2016,December,7,6,1,25,9,16,187.42857142857142,0.0,7,0,0,6,0,0,1,0,0,6,1,0,93.014,2,5,0,0,0,7,0,0,0,0,0,0,4,3,0,0,7,0,14,0.0,0,14.0
484,2017,June,11,10,1,21,0,21,15.0,0.09090909090909091,11,0,0,11,0,0,0,0,0,10,1,0,130.0,0,11,0,0,0,11,0,0,0,0,0,0,0,11,0,0,11,0,11,0.0,0,11.0
121,2016,April,4,4,0,24,8,16,92.5,0.5,4,0,0,4,0,0,0,0,4,4,0,0,80.75,0,4,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,8,0.0,0,8.0
324,2015,November,9,8,1,28,1,27,30.22222222222222,2.888888888888889,9,0,0,9,0,0,0,1,0,8,1,0,49.32857142857143,0,0,0,0,9,0,0,9,0,0,0,0,2,7,0,0,0,9,12,0.0,0,12.0
177,2016,April,22,20,2,109,30,79,74.27272727272727,0.2727272727272727,22,0,0,15,7,0,0,1,8,20,2,0,52.79733944954129,0,22,0,0,0,22,0,0,0,1,0,0,18,3,1,0,0,22,42,0.0,0,42.0
314,2016,October,35,30,5,191,54,137,94.77142857142857,0.37142857142857144,35,0,0,25,10,0,0,3,6,30,5,0,64.29842931937172,33,2,0,0,0,35,0,0,0,0,0,2,31,4,0,0,0,35,65,1.0,0,66.0
68,2017,February,35,22,13,70,0,70,19.085714285714285,0.17142857142857143,35,0,0,0,0,0,35,0,1,22,13,0,52.9,0,0,35,0,0,35,0,0,0,0,0,0,1,34,0,0,0,35,70,0.0,0,70.0
168,2017,April,5,4,1,16,5,11,53.2,0.0,5,0,0,3,1,0,1,0,3,4,1,0,97.18749999999999,0,5,0,0,0,5,0,0,0,1,0,4,5,0,0,0,4,1,9,0.0,0,9.0
195,2016,October,25,17,8,55,26,29,21.32,0.16,25,0,0,16,0,0,9,0,8,17,8,0,127.44890909090908,24,1,0,0,0,0,0,0,25,0,0,0,25,0,0,0,25,0,28,0.0,0,28.0
196,2015,August,22,16,6,150,44,106,71.4090909090909,0.18181818181818182,22,0,0,6,13,3,0,3,10,16,6,0,127.03746666666666,0,22,0,0,0,22,0,0,0,1,0,1,20,2,0,0,0,22,45,4.0,1,50.0
NULL,2015,October,774,592,182,1825,437,1388,68.12144702842377,0.32170542635658916,665,109,0,685,69,15,5,92,155,592,173,9,66.3378301369863,16,1,287,255,188,42,433,299,0,47,43,116,564,197,5,8,283,491,1352,27.0,4,1383.0
115,2015,November,15,15,0,68,16,52,23.266666666666666,0.13333333333333333,15,0,0,10,5,0,0,0,4,15,0,0,44.398088235294125,0,15,0,0,0,15,0,0,0,0,0,0,13,2,0,0,0,15,28,0.0,0,28.0
154,2016,March,71,1,70,161,20,141,93.59154929577464,0.0,1,70,0,71,0,0,0,0,0,1,70,0,87.19875776397515,0,70,0,0,1,70,0,1,0,0,50,0,71,0,0,0,70,1,141,0.0,0,141.0
315,2016,March,1,1,0,3,0,3,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,25.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
143,2016,November,1,1,0,7,2,5,224.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,26.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0.0,0,2.0
30,2015,September,22,16,6,44,0,44,58.09090909090909,0.22727272727272727,22,0,0,0,22,0,0,0,0,16,6,0,110.4090909090909,0,0,22,0,0,22,0,0,0,0,0,0,1,21,0,0,22,0,34,0.0,0,34.0
3,2016,March,39,15,24,141,64,77,66.8974358974359,0.6153846153846154,24,15,0,39,0,0,0,0,5,15,24,0,68.56127659574467,0,39,0,0,0,39,0,0,0,0,0,0,19,20,0,0,39,0,79,1.0,0,80.0
42,2016,June,15,7,8,35,10,25,29.666666666666668,0.0,9,6,0,13,2,0,0,0,10,7,8,0,92.48142857142857,0,15,0,0,0,15,0,0,0,0,0,0,15,0,0,0,15,0,24,0.0,0,24.0
NULL,2017,July,449,292,157,1366,402,964,90.99109131403118,0.2984409799554566,348,101,0,405,27,0,17,37,271,292,149,8,131.1673865300146,16,8,105,208,94,133,220,96,0,80,75,846,402,43,0,4,285,164,772,53.0,2,827.0
270,2016,March,1,1,0,2,0,2,8.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,42.0,0,0,0,0,1,0,0,1,0,1,0,6,1,0,0,0,0,1,1,0.0,0,1.0
153,2016,April,10,8,2,52,11,41,5.1,0.1,10,0,0,10,0,0,0,1,0,8,1,1,95.34615384615384,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,10,0,10,0.0,0,10.0
52,2016,December,6,5,1,22,6,16,58.166666666666664,0.0,6,0,0,5,0,0,1,0,2,5,1,0,74.11818181818181,0,6,0,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,12,0.0,0,12.0
27,2017,July,12,11,1,64,19,45,137.0,0.0,12,0,0,12,0,0,0,0,6,11,1,0,97.059375,0,12,0,0,0,12,0,0,0,0,0,0,12,0,0,0,12,0,28,1.0,0,29.0
35,2016,October,25,0,25,50,25,25,305.0,0.0,0,25,0,0,25,0,0,0,0,0,25,0,100.0,0,0,25,0,0,25,0,0,0,0,25,0,25,0,0,0,25,0,50,0.0,0,50.0
67,2015,July,1,1,0,8,2,6,113.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,96.3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0.0,0,2.0
240,2016,March,547,402,145,1739,464,1275,41.308957952468006,0.19012797074954296,547,0,0,508,39,0,0,108,431,402,140,5,67.36994824611845,546,0,0,1,0,547,0,0,0,19,4,66,516,30,0,1,0,547,1050,98.0,5,1153.0
126,2016,March,5,4,1,5,0,5,3.4,0.0,5,0,0,5,0,0,0,0,0,4,1,0,37.2,0,0,0,5,0,0,5,0,0,0,0,0,1,4,0,0,0,5,5,0.0,0,5.0
314,2017,March,43,36,7,214,74,140,153.7906976744186,0.20930232558139536,43,0,0,38,4,1,0,0,11,36,6,1,41.2070093457944,43,0,0,0,0,43,0,0,0,3,0,4,28,15,0,0,0,43,74,1.0,0,75.0
47,2016,May,3,3,0,5,1,4,0.0,0.0,3,0,0,3,0,0,0,0,0,3,0,0,54.0,0,0,0,2,1,0,0,3,0,3,2,39,3,0,0,0,0,3,3,0.0,0,3.0
330,2015,December,9,9,0,9,3,6,3.6666666666666665,0.0,9,0,0,9,0,0,0,0,9,9,0,0,26.77777777777778,0,9,0,0,0,9,0,0,0,0,0,0,3,6,0,0,0,9,13,0.0,0,13.0
139,2016,March,1,1,0,3,1,2,10.0,2.0,1,0,0,1,0,0,0,0,0,1,0,0,37.0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0.0,0,1.0
251,2016,April,9,9,0,9,0,9,76.33333333333333,0.0,9,0,0,9,0,0,0,0,6,9,0,0,59.0,0,9,0,0,0,9,0,0,0,0,0,0,3,6,0,0,0,9,18,0.0,0,18.0
175,2016,December,1,1,0,4,1,3,94.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,26.64,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
56,2015,December,17,16,1,65,0,65,110.0,0.29411764705882354,17,0,0,17,0,0,0,0,3,16,1,0,76.95384615384616,0,17,0,0,0,17,0,0,0,0,0,0,0,17,0,0,17,0,35,3.0,0,38.0
70,2015,September,1,1,0,3,1,2,4.0,0.0,1,0,0,1,0,0,0,0,1,1,0,0,211.33,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,1.0,0,3.0
151,2015,December,5,5,0,11,0,11,5.8,0.6,5,0,0,5,0,0,0,0,0,5,0,0,59.0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,5,0,9,0.0,0,9.0
152,2016,July,4,4,0,4,1,3,0.5,0.0,4,0,0,0,0,0,4,0,1,4,0,0,96.12749999999998,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,8,0.0,0,8.0
85,2017,January,8,8,0,39,10,29,54.125,0.125,8,0,0,8,0,0,0,0,4,8,0,0,71.35897435897436,0,8,0,0,0,8,0,0,0,0,0,0,8,0,0,0,8,0,15,0.0,0,15.0
67,2015,August,5,5,0,27,9,18,70.0,0.4,5,0,0,4,1,0,0,2,2,5,0,0,145.25,0,5,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,11,2.0,0,13.0
38,2015,December,62,14,48,186,124,62,80.79032258064517,0.08064516129032258,37,25,0,0,9,25,28,0,0,14,48,0,67.28709677419354,0,0,62,0,0,62,0,0,0,0,8,0,25,37,0,0,0,62,124,0.0,0,124.0
75,2016,May,5,5,0,50,12,38,132.4,0.2,5,0,0,0,5,0,0,0,1,5,0,0,76.57700000000001,0,5,0,0,0,5,0,0,0,0,0,0,2,0,3,0,0,5,9,0.0,0,9.0
242,2016,June,28,15,13,152,37,115,172.78571428571428,0.25,28,0,0,24,4,0,0,3,21,15,13,0,109.6370394736842,28,0,0,0,0,28,0,0,0,0,1,0,28,0,0,0,0,28,56,4.0,0,60.0
156,2016,July,5,3,2,22,5,17,153.8,0.0,5,0,0,5,0,0,0,0,8,3,2,0,92.10000000000001,0,5,0,0,0,5,0,0,0,0,0,0,3,2,0,0,0,5,10,0.0,2,12.0
196,2016,September,3,2,1,24,7,17,224.33333333333334,0.6666666666666666,3,0,0,1,2,0,0,0,3,2,1,0,102.00416666666666,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,9,0.0,0,9.0
306,2016,June,1,1,0,1,0,1,3.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,98.4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0.0,0,2.0
508,2017,May,1,1,0,3,2,1,7.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,91.73,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0.0,0,2.0
479,2017,July,10,10,0,86,26,60,150.4,0.3,10,0,0,0,9,0,1,0,9,10,0,0,132.10127906976746,0,10,0,0,0,10,0,0,0,0,0,0,9,0,0,1,0,10,21,0.0,0,21.0
262,2016,November,1,0,1,6,2,4,19.0,0.0,1,0,0,1,0,0,0,0,1,0,1,0,68.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0.0,0,2.0
90,2015,October,1,1,0,1,0,1,23.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,96.3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0.0,0,2.0
173,2016,June,2,2,0,11,4,7,103.5,0.0,2,0,0,2,0,0,0,0,0,2,0,0,85.38636363636364,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,4,0.0,0,4.0
36,2015,October,9,9,0,49,15,34,39.44444444444444,0.0,9,0,0,9,0,0,0,3,0,9,0,0,49.54938775510204,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,9,18,0.0,0,18.0
26,2016,April,70,19,51,222,102,120,128.32857142857142,0.05714285714285714,20,50,0,58,4,8,0,1,1,19,50,1,76.88454954954955,0,70,0,0,0,70,0,0,0,0,0,0,70,0,0,0,50,20,140,0.0,0,140.0
181,2017,June,3,2,1,32,10,22,93.33333333333333,0.0,3,0,0,2,1,0,0,1,2,2,1,0,142.795625,0,3,0,0,0,3,0,0,0,1,0,2,3,0,0,0,0,3,6,0.0,0,6.0
78,2015,November,1,1,0,1,0,1,1.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,25.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
3,2016,December,29,9,20,163,49,114,63.6551724137931,0.8275862068965517,9,20,0,20,9,0,0,0,1,9,20,0,88.2846012269939,0,8,21,0,0,29,0,0,0,0,0,0,21,8,0,0,28,1,58,4.0,0,62.0
75,2017,April,1,1,0,6,2,4,137.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,49.70000000000001,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0.0,0,2.0
19,2016,September,50,0,50,100,0,100,317.0,0.0,0,50,0,50,0,0,0,0,0,0,50,0,120.0,0,50,0,0,0,50,0,0,0,0,0,0,50,0,0,0,50,0,100,0.0,0,100.0
30,2017,February,161,87,74,238,72,166,106.83229813664596,0.09937888198757763,161,0,0,161,0,0,0,2,14,87,37,37,74.00420168067227,0,0,161,0,0,161,0,0,0,0,0,0,1,160,0,0,161,0,169,1.0,0,170.0
31,2017,March,10,0,10,20,0,20,98.6,0.0,0,10,0,10,0,0,0,0,0,0,10,0,85.0,0,10,0,0,0,10,0,0,0,0,0,0,10,0,0,0,10,0,20,0.0,0,20.0
10,2017,August,7,5,2,14,2,12,47.714285714285715,1.0,7,0,0,7,0,0,0,0,0,5,2,0,108.57142857142857,7,0,0,0,0,7,0,0,0,1,0,2,7,0,0,0,7,0,9,0.0,0,9.0
20,2016,January,17,17,0,51,0,51,47.23529411764706,0.17647058823529413,17,0,0,17,0,0,0,0,21,17,0,0,48.94117647058823,0,17,0,0,0,17,0,0,0,0,0,0,1,16,0,0,17,0,32,0.0,0,32.0
240,2015,September,401,256,145,1942,487,1455,100.75311720698254,0.26433915211970077,401,0,0,355,45,0,1,87,425,256,142,3,103.70465499485061,389,0,0,12,0,401,0,0,0,3,28,2,352,43,0,6,0,401,782,62.0,7,851.0
40,2015,September,67,64,3,554,156,398,134.62686567164178,0.11940298507462686,67,0,0,38,29,0,0,0,15,64,3,0,74.3571480144404,0,58,0,0,9,58,0,9,0,0,0,0,21,0,46,0,9,58,124,0.0,0,124.0
146,2015,October,14,13,1,16,12,4,14.285714285714286,0.07142857142857142,14,0,0,14,0,0,0,6,0,13,1,0,38.875,0,14,0,0,0,14,0,0,0,0,0,0,6,8,0,0,0,14,14,0.0,0,14.0
184,2016,April,1,0,1,1,0,1,35.0,0.0,1,0,0,1,0,0,0,0,1,0,1,0,56.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
184,2017,March,3,2,1,2,0,2,27.0,0.6666666666666666,3,0,0,3,0,0,0,0,0,2,1,0,62.5,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0.0,0,3.0
15,2017,May,6,3,3,17,4,13,34.333333333333336,0.0,6,0,0,4,0,0,2,1,1,3,2,1,93.67764705882352,3,3,0,0,0,6,0,0,0,0,0,0,6,0,0,0,3,3,10,0.0,0,10.0
177,2017,June,20,9,11,106,22,84,234.7,0.1,20,0,0,10,10,0,0,1,15,9,11,0,70.47924528301887,0,20,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,20,38,0.0,0,38.0
1,2015,August,1122,296,826,2903,856,2047,190.4500891265597,0.04367201426024955,617,505,0,1014,108,0,0,0,48,296,826,0,63.260454702032455,0,0,1122,0,0,1122,0,0,0,60,667,0,100,842,180,0,1122,0,2183,1.0,1,2185.0
14,2016,September,137,111,26,393,111,282,73.7080291970803,0.29927007299270075,137,0,0,121,3,0,13,13,64,111,21,5,152.42681933842238,0,0,0,137,0,1,136,0,0,0,0,1,127,9,0,1,137,0,263,12.0,4,279.0
180,2016,January,1,1,0,1,0,1,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,66.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.0,0,1.0
96,2015,October,37,3,34,212,59,153,183.9189189189189,0.02702702702702703,5,32,0,37,0,0,0,1,1,3,34,0,33.355660377358504,0,4,32,0,0,37,0,0,0,0,13,0,36,0,0,1,0,37,96,0.0,0,96.0
105,2015,September,1,1,0,9,2,7,216.0,0.0,1,0,0,0,1,0,0,1,0,1,0,0,145.02,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0.0,0,2.0
438,2016,August,2,2,0,10,4,6,6.0,0.0,2,0,0,0,2,0,0,1,1,2,0,0,169.0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,4,0.0,0,4.0
531,2017,August,1,1,0,1,0,1,1.0,0.0,1,0,0,1,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,2,0.0,0,2.0
63,2015,October,25,25,0,37,0,37,42.04,0.16,24,0,1,25,0,0,0,0,0,25,0,0,81.75675675675676,0,25,0,0,0,25,0,0,0,0,0,0,1,24,0,0,25,0,39,0.0,0,39.0
83,2016,October,56,40,16,194,46,148,107.07142857142857,0.2857142857142857,56,0,0,50,5,0,1,0,3,40,16,0,101.30139175257735,22,34,0,0,0,56,0,0,0,0,0,1,55,0,0,1,56,0,101,4.0,0,105.0
86,2016,December,19,18,1,32,7,25,14.526315789473685,0.0,19,0,0,13,0,0,6,0,1,18,1,0,79.68062499999999,10,9,0,0,0,19,0,0,0,3,0,8,9,9,0,1,19,0,24,2.0,0,26.0
303,2016,September,1,1,0,2,0,2,2.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,159.07,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.0,0,1.0
315,2016,August,8,7,1,62,18,44,207.875,0.0,8,0,0,0,7,1,0,0,5,7,0,1,124.31483870967743,0,8,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,8,16,0.0,0,16.0
143,2016,August,8,7,1,56,16,40,217.5,1.0,8,0,0,4,4,0,0,0,11,7,1,0,113.36874999999998,0,8,0,0,0,8,0,0,0,0,0,0,3,0,5,0,0,8,15,2.0,0,17.0
155,2017,February,32,2,30,67,4,63,221.96875,0.0,3,29,0,3,29,0,0,0,3,2,30,0,61.74611940298507,3,0,29,0,0,32,0,0,0,0,0,0,32,0,0,0,3,29,62,0.0,0,62.0
314,2017,June,44,35,9,325,94,231,187.45454545454547,0.5681818181818182,44,0,0,32,12,0,0,5,21,35,9,0,99.28978461538463,44,0,0,0,0,43,1,0,0,0,0,0,35,9,0,0,0,44,86,4.0,0,90.0
196,2017,August,24,18,6,164,45,119,138.08333333333334,0.20833333333333334,24,0,0,10,9,3,2,6,11,18,6,0,223.74310975609757,15,9,0,0,0,24,0,0,0,1,0,1,22,2,0,0,0,24,55,9.0,0,64.0
182,2015,November,1,1,0,3,0,3,5.0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1.0
36,2016,March,5,5,0,26,10,16,33.6,0.2,5,0,0,5,0,0,0,0,0,5,0,0,42.94269230769232,0,5,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,9,2.0,0,11.0
175,2016,March,3,3,0,4,2,2,2.6666666666666665,0.0,3,0,0,2,1,0,0,1,0,3,0,0,57.2,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,0.0,0,6.0
95,2017,January,1,1,0,2,0,2,28.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,34.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0.0,0,2.0
12,2015,September,42,38,4,83,0,83,86.0,0.35714285714285715,42,0,0,37,5,0,0,0,2,38,4,0,100.72289156626506,0,42,0,0,0,42,0,0,0,0,0,0,0,42,0,0,42,0,70,0.0,0,70.0
13,2015,October,6,1,5,17,3,14,30.666666666666668,0.0,6,0,0,6,0,0,0,0,4,1,5,0,78.3435294117647,0,6,0,0,0,6,0,0,0,0,1,0,1,2,0,3,6,0,11,3.0,0,14.0
174,2016,March,12,9,3,24,0,24,17.0,0.4166666666666667,12,0,0,12,0,0,0,0,9,9,3,0,79.16666666666667,0,0,0,0,12,0,0,12,0,0,0,0,1,11,0,0,12,0,23,0.0,0,23.0
7,2016,April,179,156,23,583,161,422,62.770949720670394,0.0782122905027933,179,0,0,152,2,0,25,0,167,156,21,2,89.3973927958833,179,0,0,0,0,179,0,0,0,1,1,0,175,0,0,4,179,0,345,28.0,0,373.0
12,2016,June,74,19,55,170,0,170,216.75675675675674,0.0945945945945946,22,52,0,54,20,0,0,0,20,19,55,0,79.88823529411765,0,74,0,0,0,74,0,0,0,0,0,0,52,22,0,0,74,0,147,0.0,1,148.0
152,2017,August,9,9,0,18,9,9,0.5555555555555556,0.1111111111111111,9,0,0,1,0,0,8,0,0,9,0,0,98.55444444444444,9,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,0,18,0.0,0,18.0
152,2015,July,5,5,0,25,10,15,53.0,0.0,5,0,0,5,0,0,0,3,0,5,0,0,112.35,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,9,1.0,0,10.0
258,2015,August,1,1,0,5,1,4,112.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,129.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0.0,0,2.0
68,2016,February,29,0,29,87,29,58,74.0,0.0,0,29,0,0,0,0,29,0,0,0,29,0,70.0,0,0,29,0,0,29,0,0,0,0,0,0,29,0,0,0,0,29,58,0.0,0,58.0
339,2016,November,9,7,2,38,12,26,50.55555555555556,0.4444444444444444,9,0,0,5,4,0,0,0,0,7,2,0,50.01157894736842,9,0,0,0,0,9,0,0,0,0,0,0,7,2,0,0,0,9,18,0.0,0,18.0
129,2016,March,14,13,1,42,14,28,133.0,0.07142857142857142,14,0,0,14,0,0,0,0,13,13,1,0,79.96214285714285,0,14,0,0,0,14,0,0,0,0,0,0,0,14,0,0,14,0,27,0.0,0,27.0
16,2015,December,8,8,0,35,12,23,26.125,0.125,8,0,0,6,2,0,0,1,4,8,0,0,58.47485714285714,0,8,0,0,0,8,0,0,0,0,0,0,8,0,0,0,8,0,16,0.0,0,16.0
16,2016,November,3,3,0,10,2,8,66.66666666666667,0.0,3,0,0,2,1,0,0,0,0,3,0,0,90.8,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,6,0.0,0,6.0
242,2016,March,41,25,16,178,44,134,63.609756097560975,0.1951219512195122,41,0,0,31,10,0,0,8,42,25,14,2,70.0767415730337,41,0,0,0,0,41,0,0,0,2,0,5,41,0,0,0,0,41,76,9.0,0,85.0
314,2016,June,32,31,1,233,69,164,165.1875,0.28125,32,0,0,26,6,0,0,2,24,31,1,0,83.61836909871245,3,29,0,0,0,32,0,0,0,0,0,0,32,0,0,0,0,32,54,3.0,1,58.0
307,2016,July,13,6,7,89,30,59,95.61538461538461,0.3076923076923077,13,0,0,13,0,0,0,2,0,6,7,0,146.2134831460674,0,0,13,0,0,0,0,13,0,0,0,0,1,12,0,0,0,13,23,0.0,0,23.0
57,2017,May,7,1,6,55,18,37,125.71428571428571,0.0,7,0,0,5,2,0,0,0,2,1,6,0,146.53618181818183,0,7,0,0,0,7,0,0,0,0,0,0,7,0,0,0,5,2,14,0.0,0,14.0
241,2017,August,152,125,27,631,168,463,70.47368421052632,0.07894736842105263,152,0,0,116,36,0,0,16,164,125,27,0,191.4698732171157,152,0,0,0,0,151,1,0,0,0,0,0,152,0,0,0,0,152,309,51.0,0,360.0
468,2017,June,3,3,0,7,2,5,9.333333333333334,0.0,3,0,0,3,0,0,0,0,0,3,0,0,130.2642857142857,3,0,0,0,0,3,0,0,0,1,0,2,2,0,0,1,0,3,6,0.0,0,6.0
168,2017,March,9,9,0,28,9,19,23.88888888888889,0.4444444444444444,9,0,0,9,0,0,0,2,2,9,0,0,72.67857142857143,0,9,0,0,0,9,0,0,0,1,0,3,6,3,0,0,6,3,14,1.0,1,16.0
436,2017,July,3,3,0,15,6,9,242.33333333333334,0.0,3,0,0,3,0,0,0,0,2,3,0,0,138.48999999999998,0,3,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,3,7,0.0,0,7.0
22,2016,February,9,9,0,25,6,19,79.0,0.0,9,0,0,9,0,0,0,0,0,9,0,0,72.3412,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,0,18,0.0,0,18.0
21,2017,May,13,12,1,17,2,15,298.6923076923077,0.3076923076923077,13,0,0,13,0,0,0,0,1,12,1,0,91.6470588235294,0,13,0,0,0,13,0,0,0,0,0,0,1,12,0,0,13,0,22,0.0,0,22.0
285,2016,August,1,1,0,1,0,1,0.0,1.0,1,0,0,1,0,0,0,0,2,1,0,0,146.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,1.0,0,3.0
171,2017,April,27,6,21,74,53,21,123.51851851851852,0.0,7,20,0,23,4,0,0,1,0,6,21,0,91.13797297297297,0,7,20,0,0,27,0,0,0,0,0,0,27,0,0,0,20,7,54,1.0,1,56.0
464,2017,March,27,27,0,224,64,160,58.629629629629626,0.18518518518518517,27,0,0,0,5,0,22,1,7,27,0,0,57.78125,0,27,0,0,0,27,0,0,0,0,0,0,25,2,0,0,0,27,46,0.0,0,46.0
403,2017,July,3,0,3,5,3,2,87.0,0.0,3,0,0,3,0,0,0,0,2,0,3,0,80.1,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,6,0.0,0,6.0
16,2016,June,7,7,0,29,8,21,95.85714285714286,0.0,7,0,0,7,0,0,0,1,4,7,0,0,90.87034482758621,0,7,0,0,0,7,0,0,0,0,0,0,7,0,0,0,7,0,15,1.0,0,16.0
121,2016,October,2,2,0,7,2,5,46.5,0.0,2,0,0,2,0,0,0,0,0,2,0,0,85.5,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,4,0.0,0,4.0
